Date,RM,Risk_Free,Rm_minus_Rf,SMB,HML,WML,IML
2/22/2001,0.017035986,0.000565453,0.016470532,0.003164631,0.014042365,-0.024056893,0.004721448
2/23/2001,0.010748926,0.000564076,0.01018485,0.014118305,0.010051649,-0.009520265,0.019757407
2/28/2001,-0.015766461,0.000563387,-0.016329848,-0.016775291,-0.004306918,-0.007070282,-0.020937687
3/1/2001,0.028105414,0.000563042,0.027542372,0.012704966,0.027398724,-0.019902685,0.016022922
3/2/2001,0.009273886,0.000561664,0.008712222,-0.003850953,-0.012431664,0.009876292,-0.013218259
3/5/2001,-0.005853077,0.000562009,-0.006415086,0.017305043,-0.010066117,0.004160914,-0.005256765
3/6/2001,-0.007129148,0.000561319,-0.007690467,-0.000405341,-0.015267876,0.014409956,-0.014755659
3/7/2001,0.010283082,0.000561319,0.009721763,-0.003373305,0.002613091,0.0208617,-0.002860815
3/8/2001,-0.004976416,0.000562353,-0.005538769,-0.013888696,0.002174831,0.020817988,-0.027707208
3/9/2001,-0.004369288,0.000560974,-0.004930262,-0.006416699,0.016491101,-0.003976787,0.002222676
3/12/2001,-0.03740551,0.000562009,-0.037967518,0.02335656,0.016972436,0.002673423,0.001852106
3/13/2001,0.002365439,0.00056442,0.001801019,0.001965272,-0.008913416,-0.004864095,0.009043771
3/14/2001,-0.017420928,0.000568551,-0.017989479,-0.000560319,-0.012230081,0.003073894,0.004885636
3/15/2001,-0.013862014,0.000598714,-0.014460728,0.018630964,0.042840815,-0.030014499,0.015250482
3/16/2001,0.006692541,0.000598373,0.006094168,-0.001805589,-0.003723873,-0.00286347,0.002696936
3/19/2001,-0.021468702,0.000623225,-0.022091927,-5.51E-05,-0.017309944,0.012275005,-0.005424761
3/20/2001,0.005370233,0.000592221,0.004778012,0.002011386,0.019948215,-0.006270908,0.025378114
3/21/2001,0.001465132,0.000607242,0.00085789,-0.005925889,-0.02089747,0.018300098,-0.015548163
3/22/2001,-0.051045103,0.000710501,-0.051755604,0.015599891,-0.014249902,0.020430921,0.000392018
3/23/2001,0.02361013,0.000694198,0.022915932,-0.026958671,0.016620152,-0.001768942,-0.023335595
3/26/2001,0.022459531,0.000630684,0.021828847,-0.01679525,-0.008410103,0.012796306,-0.016820521
3/27/2001,0.014067729,0.000614391,0.013453338,-0.014432676,0.000525999,0.012385752,0.00487117
3/28/2001,-0.013352205,0.000617451,-0.013969656,0.015189441,0.005010028,0.009026807,-0.006361818
3/29/2001,-0.017686634,0.000643198,-0.018329832,-0.004791376,0.003497993,0.020951953,-0.010567884
3/30/2001,0.007646285,0.000609967,0.007036318,-0.009052542,0.021349859,-0.001198507,-0.006953722
4/2/2001,-0.031177479,0.000615412,-0.03179289,0.018108961,0.006024591,-0.018240806,-0.002564684
4/3/2001,-0.016060516,0.000621188,-0.016681704,0.007953981,-0.014172552,-0.00766325,-0.006773812
4/4/2001,0.011330527,0.000622546,0.010707981,-0.028598001,-0.021886705,0.002302531,-0.013646711
4/5/2001,0.03917333,0.00061303,0.0385603,-0.026512071,-0.007846085,-0.026506147,-0.00160229
4/6/2001,0.00230983,0.000609967,0.001699863,0.008873882,-0.017080682,-0.014395905,0.001256381
4/9/2001,0.010138552,0.000609627,0.009528925,-0.008244345,0.013948342,-0.004181487,-0.015361153
4/10/2001,0.021991849,0.000606561,0.021385289,-0.008417731,-0.001213517,-0.005677922,0.025641072
4/11/2001,-0.012524184,0.000615071,-0.013139255,0.015284782,-0.005187133,-0.012197639,0.040789608
4/12/2001,0.009027712,0.000624921,0.008402791,-0.010538311,0.012580002,-0.00525413,0.001373289
4/16/2001,-0.030156502,0.000667102,-0.030823604,0.013018905,-0.019665541,0.018089222,-0.01627753
4/17/2001,-0.005923815,0.000636439,-0.006560254,0.010788109,-0.01491495,0.016775433,-0.015305465
4/18/2001,0.033718455,0.000636439,0.033082016,-0.003239818,-0.018379603,-0.036224614,-0.022571249
4/19/2001,-0.032193754,0.000643536,-0.03283729,0.003257451,-0.010264668,-0.001246944,-0.017163308
4/20/2001,-0.045353857,0.000740931,-0.046094789,-0.002098394,-0.006817181,-0.000582856,-0.013617703
4/23/2001,0.017990519,0.000724753,0.017265766,-0.032599365,-0.017817668,-0.003410518,-0.010092257
4/24/2001,0.012696505,0.000726076,0.011970429,-0.015031053,-0.006887831,0.001144459,-0.021017299
4/25/2001,0.012519486,0.000733015,0.011786471,-0.01533935,-0.013075929,0.022362276,-0.005995908
4/26/2001,0.038997475,0.000674479,0.038322995,-0.006329501,0.015642444,-0.001346762,0.025219196
4/27/2001,0.010103322,0.000650283,0.009453039,-0.013004413,-0.010508992,-0.001141106,0.005865201
4/30/2001,-0.001509559,0.000651294,-0.002160853,-0.018162357,-0.010584426,0.004358435,-0.049148452
5/2/2001,0.002709924,0.000652642,0.002057282,0.001971718,0.002868926,0.004924837,0.013004293
5/3/2001,0.013094395,0.000638806,0.01245559,0.015498379,0.000730952,-0.015430535,0.03136391
5/4/2001,-0.001146519,0.000630007,-0.001776526,0.011639631,-0.00200491,0.008551423,0.012722148
5/7/2001,-0.01462404,0.0006361,-0.015260141,0.014207737,0.002192613,0.015984907,-0.003999702
5/8/2001,-0.005251142,0.000632039,-0.005883181,-0.006715938,-0.007225727,-0.006359888,-0.003078384
5/9/2001,0.00882765,0.000633055,0.008194595,-0.016736237,-0.034458659,0.004107651,-0.025921302
5/10/2001,0.016673012,0.000627634,0.016045378,-0.023561415,-0.031583275,-0.005420863,-0.010216741
5/11/2001,-0.02219293,0.000646236,-0.022839166,0.001281465,-0.022697023,0.020331565,-0.008685348
5/14/2001,-0.022559065,0.000658365,-0.023217429,-0.014506058,-0.022310983,0.007468273,-0.04162201
5/15/2001,0.00661243,0.000650283,0.005962147,-0.036943706,0.009102649,-0.009038363,-0.014838935
5/16/2001,0.027021082,0.00063982,0.026381262,0.002752502,0.022826994,0.000361781,0.016677682
5/17/2001,0.006869234,0.000643536,0.006225698,-0.003632736,-0.017570048,-0.006126011,-0.004476106
5/18/2001,0.001555156,0.000645224,0.000909932,-0.016204045,-0.013877264,-0.016227143,-0.023929033
5/21/2001,0.012103305,0.000644549,0.011458756,-0.022961608,-0.020048244,-0.029054259,-0.013355182
5/22/2001,-0.007702501,0.000653316,-0.008355817,-0.01106151,-0.022135846,0.026369107,-0.013884642
5/23/2001,-0.00339868,0.000662064,-0.004060744,-0.020532188,-0.028949138,0.01255765,-0.010339543
5/24/2001,-0.011053174,0.000644549,-0.011697723,0.002994434,0.001296547,-0.010495806,-0.002577849
5/25/2001,-0.011560685,0.000643873,-0.012204558,-0.011407738,-0.004386518,-0.008473931,-0.0001602
5/28/2001,-0.007001417,0.000641847,-0.007643264,0.00139978,-0.015630481,-0.014245819,-0.012424137
5/29/2001,0.006259877,0.000640158,0.005619719,0.018446802,0.010922837,0.009372732,0.021946611
5/30/2001,0.004697669,0.000638806,0.004058864,0.020507054,0.004878449,-0.003271534,0.016810543
5/31/2001,0.012412743,0.000641847,0.011770896,-0.014232431,-0.002521216,-0.002860786,-0.011579403
6/1/2001,0.007756858,0.000653653,0.007103205,-0.005414154,0.006198758,1.13E-05,0.001314643
6/4/2001,0.020859847,0.000643873,0.020215973,-0.013524369,0.001139465,0.001399669,-0.000628837
6/5/2001,0.011712417,0.000638468,0.011073949,0.004763764,0.082681003,-0.012529499,0.066352493
6/6/2001,-0.008467201,0.000640158,-0.009107359,0.010540436,0.009005762,-0.000463775,0.015999797
6/7/2001,0.006124173,0.000635762,0.005488411,-0.002360661,0.021621165,0.012612388,0.006347287
6/8/2001,-0.009952681,0.000634747,-0.010587428,0.016844664,0.015203077,-0.018527025,0.004338848
6/11/2001,-0.007413767,0.000636777,-0.008050544,-0.014676141,-0.027986558,-0.000677264,-0.025559575
6/12/2001,-0.006483806,0.000636439,-0.007120244,0.009435851,-0.003398964,0.005177928,0.000692581
6/13/2001,0.01478186,0.000639482,0.014142378,0.003539758,0.005489871,0.005996965,0.024767586
6/15/2001,-0.021481043,0.000649946,-0.022130989,0.003416657,0.017341059,0.014734211,0.00842074
6/18/2001,-0.030570906,0.000688527,-0.031259432,-0.000579003,-0.019144011,0.018381858,-0.011013721
6/19/2001,0.003570018,0.000690863,0.002879155,0.000389077,0.002414666,0.001327452,0.006282065
6/20/2001,0.013169406,0.000681844,0.012487562,-0.012775379,-0.014589181,0.008089876,0.006130512
6/21/2001,0.009045494,0.000678833,0.008366662,0.009406662,0.024935909,-0.020153544,0.031053568
6/22/2001,-0.005524184,0.000671798,-0.006195983,0.013285575,0.019643745,0.012528538,0.030211688
6/25/2001,-0.009119333,0.000673809,-0.009793142,-0.005526694,-0.017969619,0.009447108,-0.002482374
6/26/2001,-0.007790857,0.000682512,-0.008473369,-0.001627989,0.018156763,-0.008046217,0.022817583
6/27/2001,-0.009197293,0.000690863,-0.009888156,0.013526084,0.009451847,0.005027902,0.031679592
6/28/2001,0.003468459,0.000699862,0.002768597,0.008164229,-0.002436632,0.004237151,0.011582714
6/29/2001,0.013412106,0.000693531,0.012718574,-0.018980023,-0.025272724,0.00504191,-0.028001558
7/2/2001,0.001797115,0.000694198,0.001102917,-0.004825349,0.012416144,-0.003552201,0.007246943
7/3/2001,-0.019362832,0.000719124,-0.020081956,0.029792401,0.003366073,-0.008449881,0.003563872
7/4/2001,-0.015016424,0.000745542,-0.015761965,-0.000458919,-0.014757014,0.003757695,-0.014604303
7/5/2001,0.002093331,0.000796882,0.001296449,-0.007818018,0.006395928,-0.004881011,-0.037112556
7/6/2001,-0.006124891,0.000760653,-0.006885544,0.004417626,0.007285978,0.018074094,-0.008173595
7/10/2001,-0.017636113,0.00082634,-0.018462453,-0.013820645,-0.045086724,0.029723968,-0.038827833
7/11/2001,0.010437951,0.000829886,0.009608065,-0.001062577,0.018289155,0.005771125,0.02552886
7/12/2001,0.009740045,0.000859102,0.008880943,-0.025917284,-0.010881848,0.015977072,-0.01504573
7/13/2001,0.008919955,0.000847891,0.008072064,-0.007109063,-0.002359166,0.000171637,-0.006914404
7/16/2001,-0.019521044,0.000817946,-0.02033899,0.01918494,0.021361885,-0.00230145,0.031586489
7/17/2001,0.017368971,0.000802402,0.016566569,0.018789576,0.031337769,-0.039031915,0.024808472
7/18/2001,-0.020531482,0.000804672,-0.021336154,0.010396124,0.00408469,0.005417403,-0.002410407
7/19/2001,0.004667376,0.000789077,0.003878299,-0.008724977,-0.011736032,0.013086831,-0.006005853
7/20/2001,0.019581229,0.000769823,0.018811406,-0.004848799,-0.00958952,-0.007061097,0.010982796
7/23/2001,0.001529868,0.000745212,0.000784655,-0.006454318,-0.008911435,-0.007905999,-0.01196665
7/24/2001,-0.016558644,0.000769823,-0.017328467,-0.002928138,-0.013381234,0.019406651,-0.019382331
7/25/2001,0.014357035,0.000754746,0.013602289,-0.003478327,0.018883907,-0.008344889,0.006084175
7/26/2001,-0.008295871,0.00075606,-0.00905193,0.006271909,0.010681932,0.004683706,-0.0138806
7/27/2001,0.005224811,0.000759669,0.004465142,0.002010116,0.003058601,0.010376053,0.002571554
7/30/2001,-0.010425279,0.000746529,-0.011171808,0.006259746,-0.028352354,0.016052254,-0.013946948
7/31/2001,0.007900545,0.000753761,0.007146784,-0.012230928,0.003754466,0.01025939,-0.003780153
8/1/2001,-0.004423731,0.000757044,-0.005180776,-0.002329069,0.008044113,-0.011345881,0.002660752
8/2/2001,0.001608549,0.000747187,0.000861362,0.016108256,0.033846512,-0.016521917,0.0365005
8/3/2001,0.005084898,0.000748503,0.004336396,0.003758685,-0.011380777,0.015383874,-0.013854655
8/6/2001,0.013977909,0.00074192,0.013235989,-0.014423797,-0.003335153,-0.005744021,-0.006950735
8/7/2001,-0.000948853,0.000750475,-0.001699329,0.007982676,0.001497001,0.002799051,0.008333162
8/8/2001,-0.002481443,0.000734996,-0.003216439,0.004579531,-0.001307258,0.012263912,0.015191084
8/9/2001,-0.00180703,0.000740931,-0.002547961,0.003769316,-0.0041382,0.014432523,0.017810314
8/10/2001,0.006605314,0.000732685,0.005872628,5.97E-05,0.008259536,-0.021440631,-0.002796423
8/13/2001,-0.009208106,0.000737305,-0.009945411,0.001074349,0.00418767,-0.008403397,-0.005571978
8/14/2001,0.00668736,0.000751133,0.005936227,-0.006615514,0.002490517,-0.003837187,0.001151134
8/15/2001,-0.007436978,0.000740272,-0.008177251,-0.005271963,0.000229155,-0.001803401,0.011311578
8/16/2001,-0.006251429,0.000733015,-0.006984444,0.001835522,0.000271491,0.000585585,-0.006917857
8/17/2001,-0.028953183,0.000742578,-0.029695762,0.004468538,0.003726352,0.000412293,-0.00563929
8/20/2001,-9.26E-05,0.000732025,-0.00082462,0.011055038,0.009312665,-0.000319266,0.003446013
8/21/2001,-0.006109002,0.000747845,-0.006856847,-0.01828087,-0.015902939,0.012024941,-0.01989476
8/22/2001,0.009093746,0.000722436,0.00837131,-0.012299498,0.005572563,-0.000318421,0.00903768
8/23/2001,-0.012496182,0.000726076,-0.013222258,0.016622249,-0.006798331,0.015926995,0.003445774
8/24/2001,0.020410735,0.000721112,0.019689624,-0.019593757,-0.022733384,0.005257768,-0.011606821
8/27/2001,-0.001801226,0.000722767,-0.002523994,0.000140365,0.002880504,0.00279533,3.26E-05
8/28/2001,0.00380186,0.000713156,0.003088703,-0.009607445,0.00940133,-0.000372757,0.001212208
8/29/2001,0.003343209,0.000709837,0.002633373,0.001097531,0.014403811,-0.025370811,0.012674761
8/30/2001,-0.012752495,0.000712161,-0.013464655,0.001201256,0.00143444,0.00472789,-0.003514734
8/31/2001,-0.005891342,0.000709173,-0.006600515,0.004263557,-0.000723299,-0.001318132,-0.001378333
9/3/2001,-0.005919353,0.000707512,-0.006626864,0.021611574,0.00788819,-0.010231275,0.034304556
9/4/2001,0.010486664,0.000706182,0.009780481,-0.015969356,-0.010607783,0.038673911,-0.003244738
9/5/2001,0.004188402,0.00070884,0.003479562,-0.017744429,0.015789575,0.054634936,0.017687107
9/6/2001,-0.022229966,0.000710501,-0.022940467,0.015667921,0.018691749,0.004512051,0.009394625
9/10/2001,-0.021366828,0.000710501,-0.022077329,0.009712535,0.000189524,0.020539996,-0.001644968
9/11/2001,-0.072690008,0.000731364,-0.073421372,0.007958446,-0.048147227,0.044406654,-0.04275446
9/12/2001,0.027930863,0.000733015,0.027197848,-0.016984109,-0.015327183,-0.01454341,-0.015932447
9/13/2001,-0.073380104,0.000744883,-0.074124987,0.036466716,-0.016132493,0.004560326,-0.03049664
9/14/2001,-0.018749269,0.000761308,-0.019510577,-0.008106657,0.005496788,0.009639399,-0.000522649
9/17/2001,0.05709954,0.000734006,0.056365534,-0.071772768,-0.050377335,0.015689064,-0.061176186
9/18/2001,0.014541916,0.000721443,0.013820473,-0.035572775,-0.009925567,0.036895368,-0.017370177
9/19/2001,0.007006648,0.000724091,0.006282557,0.006998158,0.010110891,-0.026546995,-0.004827931
9/20/2001,-0.028613613,0.000721443,-0.029335055,0.007613467,0.024479245,-0.01639403,0.012501236
9/21/2001,-0.014135484,0.000739283,-0.014874767,-0.004388659,-0.01330519,-0.002726211,-0.04565274
9/24/2001,0.001713595,0.000761636,0.000951959,0.015757017,0.044874914,-0.03687652,0.021400215
9/25/2001,-0.023508796,0.000755731,-0.024264527,0.007215534,-0.018555119,0.030827965,-0.025387071
9/26/2001,-0.018807826,0.000758029,-0.019565855,0.003140711,0.003165439,0.014781292,-0.030182842
9/27/2001,0.025838255,0.000734996,0.025103259,-0.004581383,-0.01258652,-0.033709534,0.00024893
9/28/2001,0.020531017,0.000724753,0.019806265,-0.020793317,-0.017730595,-0.012206657,-0.009851355
10/1/2001,-0.01555394,0.000727068,-0.016281008,-0.000755976,0.006527488,-0.015654502,0.000921614
10/2/2001,-0.011865997,0.000726737,-0.012592734,0.002606261,0.000484896,-0.007326651,-0.010828807
10/3/2001,-0.008363255,0.000738954,-0.009102209,0.002087411,-0.015651807,0.005395867,0.006972057
10/4/2001,-0.001752296,0.000748831,-0.002501127,0.006699879,-0.017620932,0.021842586,-0.010279484
10/5/2001,0.006118063,0.000742908,0.005375155,-0.000932795,0.019353996,-0.021769873,-0.004393056
10/8/2001,-0.007051291,0.000750147,-0.007801438,-0.002339059,-0.00448712,0.016724785,-0.016529361
10/9/2001,0.016223023,0.000743237,0.015479786,-0.016489964,0.005711076,-0.000710912,0.000284333
10/10/2001,0.019952301,0.000736975,0.019215326,-0.02019641,-0.017688281,0.007183071,-0.005405858
10/11/2001,0.027377824,0.000740602,0.026637222,-0.014745335,0.002638774,-0.009874197,-0.005867389
10/15/2001,0.036165453,0.000729712,0.035435741,0.007037552,0.036553152,-0.022340545,0.031422345
10/16/2001,-0.002964749,0.000720781,-0.003685529,0.016958287,0.020553821,-0.01462932,0.028552888
10/17/2001,0.001738918,0.000716804,0.001022114,-0.001781055,-0.003836475,0.004205976,-0.025794469
10/18/2001,-0.016276807,0.000722105,-0.016998912,0.02573589,0.004600723,0.011210057,0.023384382
10/19/2001,0.015768166,0.000716141,0.015052025,0.042191471,0.030005558,-0.026080198,0.025231146
10/22/2001,0.021616865,0.000717467,0.020899398,0.019827615,0.005129999,-0.018039739,-0.013933832
10/23/2001,0.000322501,0.000718793,-0.000396292,-0.043593656,-0.014817926,0.019055475,-0.00825784
10/24/2001,-0.011946408,0.000724422,-0.01267083,0.00875945,-0.016736765,-0.005503278,-0.00786818
10/25/2001,0.009480873,0.00071813,0.008762743,0.007813346,0.022845992,-0.0219352,0.009702462
10/26/2001,0.008150123,0.000720449,0.007429673,0.003790065,0.005887285,-0.002836965,0.017545732
10/29/2001,-0.027969797,0.000723098,-0.028692895,0.00867512,0.000954175,0.024742249,-0.01828188
10/30/2001,-0.023446964,0.000720449,-0.024167413,0.008417706,-0.009254653,0.023052868,-0.004869374
10/31/2001,0.026533122,0.000713156,0.025819966,-0.010504503,0.014583114,-0.017265964,-0.004116733
11/1/2001,0.000121025,0.000711829,-0.000590804,0.000175728,-0.003532325,-0.004794009,0.001762374
11/5/2001,0.04174595,0.000704187,0.041041763,-0.016749142,0.047896193,-0.088468886,0.008659611
11/6/2001,0.014099653,0.000702192,0.013397462,0.010153581,0.016887373,-0.036744098,0.039741312
11/7/2001,0.006874353,0.000696531,0.006177822,0.007303798,-0.001364174,-0.032948514,0.012018674
11/8/2001,-0.005896029,0.000695532,-0.00659156,-0.004806544,-0.006252143,0.010319776,-0.026548284
11/9/2001,0.016516933,0.00069853,0.015818403,-0.007519731,-0.02916141,0.015479605,0.006663395
11/12/2001,-0.019419609,0.000702192,-0.020121801,0.01422953,0.007558573,-0.01575708,0.016855215
11/13/2001,0.020086291,0.000699862,0.01938643,0.005955545,0.021978465,-0.027638512,0.014122274
11/14/2001,-0.007981052,0.000696864,-0.008677916,0.016534532,0.025996739,-0.008109573,0.013382621
11/16/2001,0.001075549,0.000692864,0.000382684,0.008876471,0.054586786,-0.032089963,0.05077939
11/19/2001,0.01271489,0.000687191,0.012027699,-0.000671566,0.003008235,0.018177186,0.015624142
11/20/2001,-0.011098771,0.000693531,-0.011792303,-0.006864403,-0.021421294,0.038112787,-0.006042716
11/21/2001,0.009252623,0.000689528,0.008563095,0.021516428,0.003279437,-0.000857197,0.015010484
11/22/2001,0.016266878,0.000695865,0.015571013,0.000128404,-0.017972637,-0.001726945,-0.014455756
11/23/2001,0.016273947,0.000694532,0.015579415,0.012597127,0.03456773,-0.041151946,0.013709847
11/26/2001,0.01241376,0.000697864,0.011715896,-0.003518785,0.000220874,-0.041688999,0.022620566
11/27/2001,-0.009575568,0.000699196,-0.010274764,-0.004957106,-0.011494975,-0.002111655,-0.002717944
11/28/2001,-0.031963036,0.000701859,-0.032664894,0.017087155,0.011352874,0.021523237,0.023153405
11/29/2001,-0.01866069,0.000704187,-0.019364877,-0.007327679,-0.013036014,0.016912177,-0.027804146
11/30/2001,0.006481862,0.000701193,0.005780669,0.013285341,-0.017474133,-0.014812901,0.005347934
12/3/2001,0.026921142,0.000698197,0.026222945,-0.007745156,-0.018945522,0.021104792,-0.024608038
12/4/2001,-0.011866507,0.000698197,-0.012564704,0.008840434,0.001327939,-0.007002557,0.005208912
12/5/2001,0.020640987,0.000701526,0.019939461,-0.010587728,0.002569564,0.008259569,0.002853012
12/6/2001,0.006376661,0.000702524,0.005674137,0.006013839,0.036765763,-0.014661576,0.019180123
12/7/2001,-0.011861548,0.000701859,-0.012563406,-0.004498079,-0.005562214,0.009195868,-0.015366105
12/10/2001,0.002354172,0.000696531,0.001657641,0.023250268,0.028351077,-0.029628476,0.039313455
12/11/2001,-0.003665819,0.000697531,-0.00436335,0.00220494,-0.002348363,0.006360617,-0.004616997
12/12/2001,0.005675941,0.000697864,0.004978077,0.023963598,0.014384124,-0.008438544,0.018336721
12/13/2001,-0.022200663,0.000698197,-0.02289886,0.011511713,-0.011320517,-0.012657804,0.016889688
12/14/2001,-0.009217312,0.000697864,-0.009915175,-0.011582721,-0.022257027,0.0219194,-0.022795038
12/17/2001,0.00031795,0.000699196,-0.000381246,0.004555271,0.017787244,-0.009675868,0.025415224
12/18/2001,0.021610768,0.000696864,0.020913904,-0.000447844,-0.000243284,-0.003502412,-0.017725994
12/19/2001,-0.005008964,0.000691864,-0.005700828,-0.012392561,-0.014863232,-0.011962505,0.00033674
12/20/2001,-0.01582132,0.00069853,-0.01651985,-0.008837542,-0.00018601,0.013826917,2.89E-05
12/21/2001,0.025348638,0.000697864,0.024650775,0.002891946,0.026722252,-0.015585152,0.009239628
12/26/2001,0.001448678,0.000696864,0.000751814,-0.001554348,-0.004309689,-0.00482725,-0.002161785
12/27/2001,0.026576719,0.000695532,0.025881187,-0.017491476,0.002864455,-0.016951942,0.006033559
12/28/2001,-0.004746631,0.000690863,-0.005437494,-0.020961908,-0.011733591,0.011424769,-0.007635191
1/2/2002,0.019857211,0.000689528,0.019167683,0.020885609,0.001933621,4.29E-06,0.007872345
1/3/2002,0.023463566,0.000688193,0.022775374,0.012702699,0.021529191,-0.034716643,0.0162487
1/4/2002,0.000818083,0.000690529,0.000127553,0.012773754,0.004846741,-0.020892438,0.015563863
1/7/2002,0.004673404,0.000686857,0.003986548,-0.014140669,0.010532215,0.011521151,-0.012327444
1/8/2002,-0.005378369,0.000689528,-0.006067897,-0.011628935,-0.017783526,0.012281325,0.000480956
1/9/2002,-0.010412876,0.000690529,-0.011103405,0.027825402,-0.015383375,-0.005320931,0.022027054
1/10/2002,-0.024992613,0.00069153,-0.025684143,-6.65E-05,-0.022893889,0.027437505,0.00547529
1/11/2002,-0.001487833,0.000691864,-0.002179696,0.012324943,0.005343283,0.00123538,0.007092449
1/14/2002,-0.032568142,0.000693865,-0.033262007,0.007486994,-0.009891885,0.00817562,-0.00351097
1/15/2002,-0.009659388,0.000694532,-0.01035392,0.003061616,-0.00477239,-0.008814013,0.007298902
1/16/2002,0.007191893,0.000694865,0.006497028,-0.020265335,0.006668921,0.001928171,0.000977709
1/17/2002,0.019102761,0.000690195,0.018412566,-0.003181301,0.002758271,0.003670602,-0.009386859
1/18/2002,0.002429745,0.000690863,0.001738882,-0.009768667,0.021483153,0.006499373,-0.004652592
1/21/2002,-0.01373288,0.000691197,-0.014424076,0.004070038,-0.013427239,-0.003995498,0.008850451
1/22/2002,-0.004054881,0.000691197,-0.004746078,-0.017419928,-0.0143902,0.011745192,-0.010602367
1/23/2002,0.014549001,0.000689528,0.013859473,0.007965983,0.014069811,-0.003635057,0.003225664
1/24/2002,-0.003772335,0.000693198,-0.004465533,0.003763,0.019236043,-0.003014617,0.00043282
1/28/2002,-0.001064857,0.000693531,-0.001758389,-0.029679023,-0.024417441,0.020195611,-0.020614259
1/29/2002,-0.029861374,0.000695532,-0.030556906,-0.009073987,-0.012498434,0.019000534,0.002467075
1/30/2002,-0.002638003,0.000696864,-0.003334868,-0.001503569,0.000813294,-0.016494446,0.001810434
1/31/2002,0.016758877,0.000697864,0.016061014,-0.020250125,0.039124965,-0.015446724,-0.005373436
2/1/2002,-0.002222945,0.000693531,-0.002916476,-0.001555394,0.017154365,0.005756493,0.009551158
